index,order_id,date,status,fulfilment,sales_channel,ship-service-level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b,fulfilled-by
2999,405-3060800-7156315,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0009,J0009-SKD-XXL,Set,XXL,B0894XR5B6,Shipped,1,INR,999.0,SONIPAT,HARYANA,131001.0,IN,False,Easy Ship
3000,408-2745640-5705920,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0006,J0006-SET-L,Ethnic Dress,L,B0894YJNT9,Shipped,1,INR,899.0,HYDERABAD,TELANGANA,500081.0,IN,False,Easy Ship
3006,407-7298991-4244331,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Shipped,1,INR,545.0,KOLKATA,WEST BENGAL,700051.0,IN,False,Easy Ship
3018,403-6038820-1013151,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,Shipped,1,INR,791.0,BENGALURU,KARNATAKA,560064.0,IN,False,Easy Ship
3021,404-3119713-3394721,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0244,J0244-SKD-L,Set,L,B0925WM8Z6,Shipped,1,INR,1281.0,HYDERABAD,TELANGANA,500089.0,IN,False,Easy Ship
3022,403-4382405-4485115,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XS,Western Dress,XS,B099NS55L1,Shipped,1,INR,791.0,VARANASI,UTTAR PRADESH,221005.0,IN,False,Easy Ship
3024,407-1817832-8673134,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,NAGPUR,MAHARASHTRA,440026.0,IN,False,Easy Ship
3026,407-8353389-1241964,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0244,J0244-SKD-M,Set,M,B0925X6RTJ,Shipped,1,INR,1281.0,GURUGRAM,HARYANA,122002.0,IN,False,Easy Ship
3027,404-0260335-1002720,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0094,J0094-KR-XL,kurta,XL,B089G11B4C,Shipped,1,INR,568.0,MUMBAI,MAHARASHTRA,400080.0,IN,False,Easy Ship
3028,405-2256063-1940363,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3500,JNE3500-KR-XS,kurta,XS,B098117DJ3,Shipped,1,INR,364.0,BHUNTAR,HIMACHAL PRADESH,175125.0,IN,False,Easy Ship
3030,406-0139165-7385137,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0333,J0333-DR-XL,Western Dress,XL,B09832B571,Shipped,1,INR,825.0,SIBSAGAR,ASSAM,785640.0,IN,False,Easy Ship
3033,403-0718748-8044318,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-M,kurta,M,B09SDZ4FH9,Shipped,1,INR,771.0,VADODARA,Gujarat,390002.0,IN,False,Easy Ship
3034,408-9406034-0237145,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET380,SET380-KR-NP-XXXL,Set,3XL,B09QJ3F6T9,Shipped,1,INR,995.0,BENGALURU,KARNATAKA,560086.0,IN,False,Easy Ship
3035,408-2444319-4678763,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET293,SET293-KR-NP-XXL,Set,XXL,B09K3QVXBS,Shipped,1,INR,0.0,GURUGRAM,HARYANA,122001.0,IN,False,Easy Ship
3037,407-5940694-4157930,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET329,SET329-KR-NP-S,Set,S,B09K3SHVLV,Shipped,1,INR,666.0,BENGALURU,KARNATAKA,560076.0,IN,False,Easy Ship
3042,171-9858043-4405109,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,Shipped,1,INR,696.0,DIGBOI,ASSAM,786171.0,IN,False,Easy Ship
3049,171-3298139-6227543,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET273,SET273-KR-NP-M,Set,M,B094FRW46T,Shipped,1,INR,612.0,HYDERABAD,TELANGANA,500019.0,IN,False,Easy Ship
3054,403-7336195-5877953,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET239,SET239-KR-NP-L,Set,L,B08TZX4W3Q,Shipped,1,INR,654.0,NAGPUR,MAHARASHTRA,440027.0,IN,False,Easy Ship
3055,403-8521833-8168337,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-XXXL,Set,3XL,B09NQ51MPV,Shipped,1,INR,635.0,LUCKNOW,UTTAR PRADESH,226016.0,IN,False,Easy Ship
3057,402-2957518-9575511,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET328,SET328-KR-NP-S,Set,S,B09K3FG237,Shipped,1,INR,635.0,SOLAN,HIMACHAL PRADESH,173211.0,IN,False,Easy Ship
3059,402-6594458-1659525,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XL,kurta,XL,B099NNYQ1K,Shipped,1,INR,316.0,SECUNDERABAD,TELANGANA,500003.0,IN,False,Easy Ship
3071,403-6883797-3182753,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-XXL,kurta,XXL,B09SDYBW5P,Shipped,1,INR,666.0,NEW DELHI,DELHI,110095.0,IN,False,Easy Ship
3073,405-7746717-3433122,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET359,SET359-KR-NP-XL,Set,XL,B09RKCLC67,Shipped,1,INR,1099.0,HALDIA,WEST BENGAL,721607.0,IN,False,Easy Ship
3080,405-1919559-4711523,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0002,J0002-SKD-XXL,Set,XXL,B0894YNXQ3,Shipped,1,INR,1186.0,MUMBAI,MAHARASHTRA,400070.0,IN,False,Easy Ship
3082,407-2085563-2773932,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,399.0,REWA,MADHYA PRADESH,486001.0,IN,False,Easy Ship
3089,405-3587608-3685961,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2205,JNE2205-KR-467-A-S,kurta,S,B07BL1ZXD9,Shipped,1,INR,329.0,BENGALURU,KARNATAKA,560049.0,IN,False,Easy Ship
3090,404-2313510-8753132,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET386,SET386-KR-NP-XL,Set,XL,B09K3C298K,Shipped,1,INR,631.0,GURUGRAM,HARYANA,122011.0,IN,False,Easy Ship
3093,408-9023250-5291526,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3689,JNE3689-TU-XXL,Top,XXL,B094FH9CCW,Shipped,1,INR,0.0,MUMBAI,MAHARASHTRA,400068.0,IN,False,Easy Ship
3095,403-8086324-7503500,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XS,Western Dress,XS,B099NS55L1,Shipped,1,INR,791.0,HYDERABAD,TELANGANA,501510.0,IN,False,Easy Ship
3096,407-0609945-5169927,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XS,Set,XS,B099NJKQP6,Shipped,1,INR,599.0,Raipur,CHHATTISGARH,492010.0,IN,False,Easy Ship
3099,404-6240949-2553167,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0204,J0204-TP-M,Top,M,B0965MJSFS,Shipped,1,INR,751.0,PONDA,GOA,403401.0,IN,False,Easy Ship
3108,404-5918512-8733937,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET408,SET408-KR-NP-XXXL,Set,3XL,B09RKF7PZB,Shipped,1,INR,599.0,VADODARA,Gujarat,390001.0,IN,False,Easy Ship
3109,171-7677156-3597933,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET295,SET295-KR-NP-S,Set,S,B09PN5228H,Shipped,1,INR,751.0,Raipur,CHHATTISGARH,492001.0,IN,False,Easy Ship
3113,408-1798845-9406769,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET194,SET194-KR-NP-L,Set,L,B08W9N6WP1,Shipped,1,INR,0.0,NEW DELHI,DELHI,110019.0,IN,False,Easy Ship
3115,408-9910405-8432301,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,0.0,BENGALURU,KARNATAKA,560094.0,IN,False,Easy Ship
3117,408-0241704-3949145,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563.0,ZIRAKPUR,PUNJAB,140603.0,IN,False,Easy Ship
3118,408-0241704-3949145,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3781,JNE3781-KR-L,kurta,L,B09K3XK9ZZ,Shipped,1,INR,406.0,ZIRAKPUR,PUNJAB,140603.0,IN,False,Easy Ship
3120,171-0066199-7241921,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET355,SET355-KR-PP-XXL,Set,XXL,B09RKD8HQJ,Shipped,1,INR,1399.0,YAVATMAL,MAHARASHTRA,445001.0,IN,False,Easy Ship
3125,405-2954233-0885114,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET194,SET194-KR-NP-M,Set,M,B08W8K3QX6,Shipped,1,INR,641.0,NEW DELHI,DELHI,110055.0,IN,False,Easy Ship
3129,405-6568450-2416345,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0369,J0369-SKD-XS,Set,XS,B09K43MP8R,Shipped,1,INR,1099.0,NEW DELHI,DELHI,110025.0,IN,False,Easy Ship
3134,406-3415156-5607512,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET233,SET233-KR-PP-XXXL,Set,3XL,B09HMWRQP1,Shipped,1,INR,545.0,RAJPUR SONARPUR,WEST BENGAL,700150.0,IN,False,Easy Ship
3135,407-6292311-8601959,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3461,JNE3461-KR-M,kurta,M,B08B3VSTFG,Shipped,1,INR,363.0,Chennai,TAMIL NADU,601301.0,IN,False,Easy Ship
3140,407-8994270-8534716,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET219,SET219-KR-PP-XL,Set,XL,B08B3YW2S6,Shipped,1,INR,662.0,CHANDIGARH,CHANDIGARH,160002.0,IN,False,Easy Ship
3141,402-0366829-0294724,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-M,kurta,M,B09K3TFNR8,Shipped,1,INR,459.0,MADURAI,TAMIL NADU,625009.0,IN,False,Easy Ship
3144,405-2246990-0777940,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-S,Set,S,B09KXV6T8Q,Shipped,1,INR,626.0,REWA,MADHYA PRADESH,486001.0,IN,False,Easy Ship
3150,404-6201740-2557903,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690.0,BENGALURU,KARNATAKA,560067.0,IN,False,Easy Ship
3151,403-9794267-8419524,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0337,J0337-TP-M,Top,M,B0986XMWXH,Shipped,1,INR,487.0,NALGONDA,TELANGANA,508001.0,IN,False,Easy Ship
3158,404-9262046-4015505,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3822,JNE3822-KR-XXL,kurta,XXL,B09LV1SJKT,Shipped,1,INR,474.0,RAIPUR,CHHATTISGARH,492001.0,IN,False,Easy Ship
3159,405-7757387-2727568,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0336,J0336-TP-M,Top,M,B0986X1Z7J,Shipped,1,INR,599.0,BENGALURU,KARNATAKA,560077.0,IN,False,Easy Ship
3160,402-0538923-6372339,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486.0,HYDERABAD,TELANGANA,500015.0,IN,False,Easy Ship
3161,402-0538923-6372339,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3546,JNE3546-KR-XXL,kurta,XXL,B08HK4X96H,Shipped,1,INR,487.0,HYDERABAD,TELANGANA,500015.0,IN,False,Easy Ship
3167,405-1309020-7142734,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,NW002,NW002-TP-PJ-M,Set,M,B0922T8X6N,Shipped,1,INR,474.0,BENGALURU,KARNATAKA,560094.0,IN,False,Easy Ship
3168,405-5875412-0371502,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3764,JNE3764-KR-L,kurta,L,B09K3T5QR5,Shipped,1,INR,487.0,HYDERABAD,TELANGANA,500049.0,IN,False,Easy Ship
3170,406-8759190-9888301,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0328,J0328-KR-L,kurta,L,B09KXNWXZR,Shipped,1,INR,939.0,KOCHI,KERALA,682010.0,IN,False,Easy Ship
3173,406-7984994-6069162,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-M,kurta,M,B08RP3LHNB,Shipped,1,INR,352.0,CHENNAI,TAMIL NADU,600125.0,IN,False,Easy Ship
3174,408-5366719-3457923,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,MUMBAI,MAHARASHTRA,401107.0,IN,False,Easy Ship
3176,405-8743710-6986704,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0122,J0122-TP-M,Top,M,B08MYMV9F8,Shipped,1,INR,329.0,Margao,Goa,403602.0,IN,False,Easy Ship
3177,404-6685817-2384311,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET219,SET219-KR-PP-XXXL,Set,3XL,B08B3Y6ZXM,Shipped,1,INR,662.0,GREATER NOIDA,UTTAR PRADESH,201310.0,IN,False,Easy Ship
3178,405-8887440-7610736,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-M,kurta,M,B079WX69ZM,Shipped,1,INR,495.0,Mumbai,MAHARASHTRA,400059.0,IN,False,Easy Ship
3179,404-7596856-4814759,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET282,SET282-KR-PP-XXXL,Set,3XL,B09CTFP96V,Shipped,1,INR,1033.0,Haldwani,UTTARAKHAND,263139.0,IN,False,Easy Ship
3181,408-1927059-6186704,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-XS,kurta,XS,B09K3TGHYV,Shipped,1,INR,459.0,CHENNAI,TAMIL NADU,600096.0,IN,False,Easy Ship
3183,404-4293978-7097134,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,725.0,Amtady,KARNATAKA,574219.0,IN,False,Easy Ship
3185,402-6621113-0775551,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3645,JNE3645-TP-N-S,Top,S,B08ZHN6H5T,Shipped,1,INR,432.0,NEW DELHI,DELHI,110012.0,IN,False,Easy Ship
3194,407-9865127-3950716,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563.0,AURANGABAD,MAHARASHTRA,431001.0,IN,False,Easy Ship
3195,403-7096325-0826727,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-L,kurta,L,B081WZDHB3,Shipped,1,INR,399.0,Chengalpattu,TAMIL NADU,603004.0,IN,False,Easy Ship
3197,408-2772769-9582737,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET144,SET144-KR-NP-XXXL,Set,3XL,B0822TZ4S3,Shipped,1,INR,788.0,SHAHDOL,MADHYA PRADESH,484117.0,IN,False,Easy Ship
3200,171-9772223-7459553,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3608,JNE3608-KR-L,kurta,L,B08TH4MQD2,Shipped,1,INR,362.0,MUMBAI,MAHARASHTRA,400078.0,IN,False,Easy Ship
3210,171-7222088-7624324,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET328,SET328-KR-NP-XS,Set,XS,B09K3QJ389,Shipped,1,INR,635.0,IMPHAL WEST,MANIPUR,795002.0,IN,False,Easy Ship
3212,408-0024573-2687504,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-L,kurta,L,B09HMM2G1B,Shipped,1,INR,517.0,HYDERABAD,TELANGANA,500084.0,IN,False,Easy Ship
3216,171-3265986-7781924,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET320,SET320-KR-NP-XS,Set,XS,B09RKDYLRW,Shipped,1,INR,856.0,JAIPUR,RAJASTHAN,302017.0,IN,False,Easy Ship
3217,408-9032642-9746728,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET239,SET239-KR-NP-M,Set,M,B08TZP7QJF,Shipped,1,INR,654.0,BARRACKPORE,WEST BENGAL,700122.0,IN,False,Easy Ship
3221,407-5800332-1995518,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET184,SET184-KR-PP-M,Set,M,B08W9MFDJD,Shipped,1,INR,563.0,NEW DELHI,DELHI,110030.0,IN,False,Easy Ship
3225,171-9779319-7510724,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563.0,Chennai,TAMIL NADU,600023.0,IN,False,Easy Ship
3226,407-7280785-1564340,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0310,J0310-TP-XL,Top,XL,B099S7SB4H,Shipped,1,INR,339.0,Gurgaon,HARYANA,122018.0,IN,False,Easy Ship
3227,408-8758447-5870701,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET320,SET320-KR-NP-XXXL,Set,3XL,B09RKD5K4Z,Shipped,1,INR,856.0,UDHAMPUR,JAMMU & KASHMIR,182101.0,IN,False,Easy Ship
3231,408-9736271-8016328,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-S,kurta,S,B079WZ263P,Shipped,1,INR,495.0,PURNIA,BIHAR,854303.0,IN,False,Easy Ship
3232,171-9105317-1569103,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0006,J0006-SET-L,Ethnic Dress,L,B0894YJNT9,Shipped,1,INR,899.0,HYDERABAD,TELANGANA,500098.0,IN,False,Easy Ship
3238,406-7223714-5500331,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3724,JNE3724-KR-S,kurta,S,B09813QM29,Shipped,1,INR,499.0,BENGALURU,KARNATAKA,560102.0,IN,False,Easy Ship
3239,406-7223714-5500331,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2307,JNE2307-KR-572-L,kurta,L,B07JK3ZSHN,Shipped,1,INR,299.0,BENGALURU,KARNATAKA,560102.0,IN,False,Easy Ship
3246,403-4800774-7016354,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET325,SET325-KR-NP-XXXL,Set,3XL,B09K3KZ12Y,Shipped,1,INR,666.0,VIZIANAGARAM,ANDHRA PRADESH,535003.0,IN,False,Easy Ship
3247,403-4800774-7016354,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET329,SET329-KR-NP-XXXL,Set,3XL,B09K36SNZ6,Shipped,1,INR,666.0,VIZIANAGARAM,ANDHRA PRADESH,535003.0,IN,False,Easy Ship
3252,405-7729816-5054719,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-M,kurta,M,B079WX69ZM,Shipped,1,INR,495.0,BHOPAL,MADHYA PRADESH,462038.0,IN,False,Easy Ship
3254,407-7453056-6969134,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-XL,Set,XL,B09NQ4QS13,Shipped,1,INR,635.0,Kanpur,UTTAR PRADESH,208001.0,IN,False,Easy Ship
3255,405-2555390-4649112,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1112.0,BENGALURU,KARNATAKA,560060.0,IN,False,Easy Ship
3258,407-1038846-6646711,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0332,J0332-DR-M,Western Dress,M,B09LM6GY71,Shipped,1,INR,699.0,NEW DELHI,DELHI,110019.0,IN,False,Easy Ship
3261,403-2875225-7407525,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET300,SET300-KR-NP-L,Set,L,B09KXTBZ3N,Shipped,1,INR,999.0,MATTANNUR,KERALA,670702.0,IN,False,Easy Ship
3262,403-9679139-2648306,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-L,kurta,L,B09HMM2G1B,Shipped,1,INR,517.0,JALANDHAR,PUNJAB,144007.0,IN,False,Easy Ship
3266,408-5108682-4462768,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,Shipped,1,INR,459.0,PUDUCHERRY,PUDUCHERRY,605009.0,IN,False,Easy Ship
3270,171-0024891-4859557,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-M,Western Dress,M,B099NV5WD8,Shipped,1,INR,625.0,BOKARO STEEL CITY,JHARKHAND,827004.0,IN,False,Easy Ship
3273,404-6366485-4632350,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-S,Set,S,B09QJ5LYDH,Shipped,1,INR,969.0,"Mahadevapura, Bangalore",KARNATAKA,560048.0,IN,False,Easy Ship
3288,406-3338330-9401954,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET413,SET413-KR-NP-L,Set,L,B09RKFCS6B,Shipped,1,INR,852.0,KANPUR,UTTAR PRADESH,208001.0,IN,False,Easy Ship
3289,406-3338330-9401954,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-M,Western Dress,M,B09SDXTRS9,Shipped,3,INR,2175.0,KANPUR,UTTAR PRADESH,208001.0,IN,False,Easy Ship
3304,405-6275069-8709919,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,Shipped,1,INR,568.0,AHMEDABAD,Gujarat,382481.0,IN,False,Easy Ship
3305,407-3701688-6089161,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3562,JNE3562-KR-XL,kurta,XL,B08MYWM9D2,Shipped,1,INR,476.0,LUCKNOW,UTTAR PRADESH,226028.0,IN,False,Easy Ship
3307,404-0433154-9049938,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-L,Set,L,B09G2T795K,Shipped,1,INR,582.0,BENGALURU,KARNATAKA,560064.0,IN,False,Easy Ship
3309,405-7805561-2949927,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3690,JNE3690-TU-XXXL,Top,3XL,B094FLCKQN,Shipped,1,INR,518.0,KOLKATA,WEST BENGAL,700048.0,IN,False,Easy Ship
3311,171-5220209-8891516,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0283,J0283-SET-XXL,Set,XXL,B08QGNKGKY,Shipped,1,INR,1033.0,AGRA,UTTAR PRADESH,282002.0,IN,False,Easy Ship
3312,404-9149250-5005908,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET385,SET385-KR-NP-M,Set,M,B09K3V84KC,Shipped,1,INR,631.0,TITABOR TOWN,ASSAM,785635.0,IN,False,Easy Ship
3313,405-3079740-3521137,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2132,JNE2132-KR-398-XXXL,kurta,3XL,B07JG3CND8,Shipped,1,INR,524.0,BENGALURU,KARNATAKA,560085.0,IN,False,Easy Ship
3314,404-5789217-2697905,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3602,JNE3602-KR-L,kurta,L,B097ZZPVK6,Shipped,1,INR,376.0,KOLKATA,WEST BENGAL,700080.0,IN,False,Easy Ship
3315,404-5789217-2697905,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3728,JNE3728-KR-L,kurta,L,B09811C3GN,Shipped,1,INR,329.0,KOLKATA,WEST BENGAL,700080.0,IN,False,Easy Ship
3319,407-9524774-0175538,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XL,kurta,XL,B09HMY74F6,Shipped,1,INR,517.0,NALAGARH,HIMACHAL PRADESH,174101.0,IN,False,Easy Ship
3328,408-6741723-6460306,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0139,J0139-KR-XXXL,kurta,3XL,B091Y3X391,Shipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400092.0,IN,False,Easy Ship
3330,403-0045132-5807554,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3522,JNE3522-KR-XXL,kurta,XXL,B08W9K3MXR,Shipped,1,INR,342.0,BHACHAU,Gujarat,370140.0,IN,False,Easy Ship
3341,404-3100337-4458732,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3804,JNE3804-KR-XL,kurta,XL,B09K3ZC3LK,Shipped,1,INR,459.0,ROHTAK,HARYANA,124001.0,IN,False,Easy Ship
3353,404-3768722-8781145,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5002,MEN5002-KR-XXL,kurta,XXL,B08YZ1HZ7B,Shipped,1,INR,499.0,Delhi,Delhi,110015.0,IN,False,Easy Ship
